gp_code,village_code,sub_district_code,sub_district_name,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
94009,253971,1483,nabinagar,1800,3,2,1000,0
94009,253976,1483,nabinagar,2570,4,2,80,0
94009,253970,1483,nabinagar,2025,3,3,360,0
94009,253959,1483,nabinagar,140,4,3,120,12
94009,253974,1483,nabinagar,200,4,3,50,0
94009,254060,1483,nabinagar,320,4,3,150,0
99669,223440,1133,krityanand_nagar,0,3,2,0,0
93805,222105,1119,palasi,6600,4,2,627,0
99599,224156,1141,dagarua,568,4,2,512,275
99550,223021,1128,banmankhi,1212,3,3,532,235
98128,245161,1396,giriak,0,5,4,0,0
93750,221949,1117,kursakatta,589,1,2,110,11
100915,218843,1060,sheohar,770,4,2,481,0
101254,231702,1234,basantpur,1526,3,2,1526,30
93899,252756,1476,daudnagar,423,4,3,300,35
96819,222892,1126,kochadhamin,224,4,2,135,125
101430,232475,1244,raghunathpur,172,3,2,50,40
101430,232516,1244,raghunathpur,105,3,2,50,40
101430,232571,1244,raghunathpur,117,3,3,2,85
94959,247040,1426,udwant_nagar,418,4,2,398,3
94892,247780,1434,sahar,375,2,2,270,160
94892,247786,1434,sahar,140,4,2,80,40
94892,247788,1434,sahar,111,4,2,80,45
94054,253029,1479,rafiganj,2200,3,2,100,100
98128,245159,1396,giriak,219,4,2,211,12
98128,245156,1396,giriak,166,4,2,160,13
96793,222354,1122,dighalbank,121,4,2,0,10
94161,241096,1348,dhuraiya,300,1,3,0,0
94161,241097,1348,dhuraiya,155,4,3,0,0
94161,241099,1348,dhuraiya,156,1,1,0,0
98181,244970,1392,islampur,70,4,2,70,15
98651,216571,1016,mainatanr,185,4,2,0,10
98140,244257,1380,harnaut,300,3,2,66,22
98194,244168,1379,nagar_nausa,230,4,2,150,0
93924,252967,1478,goh,795,3,2,755,40
98586,216323,1015,gaunaha,225,4,2,225,160
93936,252928,1478,goh,295,4,4,50,0
96317,249653,1451,chand,100,4,2,100,20
96797,222344,1122,dighalbank,178,4,2,121,8
98167,244962,1392,islampur,1409,3,2,1409,998
96826,222797,1126,kochadhamin,796,3,2,215,25
96792,222327,1122,dighalbank,15,3,2,10,10
93975,254524,1486,madanpur,250,4,2,80,50
99672,223521,1134,purnia_east,700,4,2,675,10
98270,245070,1395,silao,413,4,2,393,30
96802,222308,1122,dighalbank,51,4,2,0,0
96927,243601,1368,lakhisarai,993,4,2,914,0
96611,225719,1156,manihari,1960,4,3,1940,11
99982,226419,1174,kahara,1200,4,3,600,150
96932,243588,1368,lakhisarai,0,5,4,0,0
101427,232534,1244,raghunathpur,0,5,4,0,0
96790,222331,1122,dighalbank,1200,4,2,300,10
97689,228848,1206,bochaha,3525,4,2,1500,0
93935,252912,1478,goh,845,2,3,200,20
99482,223812,1138,amour,230,2,2,62,42
96129,258599,1526,sikandra,320,4,2,320,2
98057,244994,1393,ben,1023,2,2,63,5
94845,247264,1428,jagdishpur,178,4,2,96,100
94845,247232,1428,jagdishpur,22,4,2,0,16
94845,247222,1428,jagdishpur,2665,4,2,245,0
94845,247224,1428,jagdishpur,248,4,2,165,100
96801,222335,1122,dighalbank,60,4,4,20,31
245300,244259,1380,harnaut,400,4,2,60,10
99745,251932,1468,chenari,42,4,2,42,0
98201,244190,1379,nagar_nausa,3500,3,3,1800,0
98198,244180,1379,nagar_nausa,550,3,2,530,60
96793,222352,1122,dighalbank,222,5,2,198,50
96793,222350,1122,dighalbank,269,5,2,260,25
93754,221891,1117,kursakatta,405,4,4,400,0
95541,256242,1502,dumaria,115,4,2,115,0
95541,256245,1502,dumaria,16,4,2,16,0
98141,244213,1380,harnaut,564,4,4,564,52
98141,244214,1380,harnaut,426,4,4,420,60
98139,244240,1380,harnaut,2182,4,2,400,10
98139,244241,1380,harnaut,0,5,4,0,0
98139,244239,1380,harnaut,0,5,4,0,0
98141,244216,1380,harnaut,347,4,4,1,52
99591,224172,1141,dagarua,287,4,2,154,14
99591,224181,1141,dagarua,549,5,2,326,26
96793,222356,1122,dighalbank,101,4,2,0,10
94845,247225,1428,jagdishpur,450,4,2,275,0
94845,247234,1428,jagdishpur,160,4,2,30,80
245369,218860,1060,sheohar,200,4,2,170,14
93809,222111,1119,palasi,270,4,2,270,270
99591,224182,1141,dagarua,152,4,2,122,25
99591,224177,1141,dagarua,42,4,2,28,6
99591,224178,1141,dagarua,141,4,2,85,24
97302,219941,1083,jainagar,1348,4,2,985,0
96790,222361,1122,dighalbank,200,3,2,30,10
96797,222345,1122,dighalbank,115,4,2,0,10
101429,232457,1244,raghunathpur,159,4,2,36,75
98214,244644,1387,noorsarai,215,4,2,214,4
98435,257828,1517,roh,256,4,2,220,35
101384,231849,1236,maharajganj,5115,4,2,490,1156
96317,249654,1451,chand,0,4,4,0,0
96910,243674,1369,chanan*,380,3,2,300,15
101765,235620,1278,hajipur,24532,3,2,525,245
95311,226725,1181,jale,1182,3,2,1052,210
95311,226730,1181,jale,670,3,2,0,500
95311,226726,1181,jale,640,3,2,600,200
99976,226433,1174,kahara,4600,4,2,23,25
99585,224138,1141,dagarua,1350,4,2,625,225
101335,232191,1241,guthani,25,4,2,15,0
93706,221589,1113,forbesganj,200,4,4,175,0
97884,229336,1211,dholi_(moraul),600,4,2,600,50
98140,244267,1380,harnaut,8,5,2,0,0
96927,243603,1368,lakhisarai,0,5,4,0,0
101861,234709,1269,paterhi_belsar,220,4,2,220,0
97908,229393,1212,musahri,545,4,2,545,244
93706,221588,1113,forbesganj,296,4,4,185,185
93706,221586,1113,forbesganj,245,4,4,145,45
94990,248233,1441,buxar,123,4,2,50,70
98166,244930,1392,islampur,144,4,2,140,2
93706,221587,1113,forbesganj,320,4,4,145,10
100697,233437,1255,manjhi,120,4,2,120,75
100697,233396,1255,manjhi,53,4,2,53,35
98460,257581,1513,warisaliganj,650,3,2,293,83
98460,257584,1513,warisaliganj,1,3,2,1,1
98460,257591,1513,warisaliganj,0,3,4,0,0
98170,244955,1392,islampur,250,4,2,245,10
96578,224390,1143,korha,2503,4,2,1634,1265
97964,228073,1199,sahebganj,568,4,2,500,0
100917,218848,1060,sheohar,560,4,2,200,150
98167,244961,1392,islampur,965,4,2,953,95
96578,224393,1143,korha,452,4,2,416,36
98180,244945,1392,islampur,375,4,4,275,200
98060,245004,1393,ben,356,4,2,356,303
99744,251905,1468,chenari,223,3,2,223,45
95318,226756,1181,jale,307,4,2,200,15
94995,248218,1441,buxar,600,4,2,215,5
98067,244624,1386,bihar,1920,4,2,1900,15
94042,253106,1479,rafiganj,312,4,2,292,0
98136,244290,1380,harnaut,200,4,2,100,50
93839,221796,1115,raniganj,372,2,4,300,100
96948,243544,1367,surajgarha,1122,3,2,300,0
95557,256720,1506,tan_kuppa,675,3,3,155,197
97967,228051,1199,sahebganj,360,4,2,360,50
96932,243591,1368,lakhisarai,412,4,2,360,3
96932,243589,1368,lakhisarai,431,3,2,330,9
96932,243592,1368,lakhisarai,0,4,2,0,0
97974,228026,1199,sahebganj,219,4,2,97,3
94058,253050,1479,rafiganj,45,3,2,40,0
94770,246734,1422,arrah,485,4,3,180,35
101308,232651,1246,daraundha,1300,2,2,900,200
99678,223535,1134,purnia_east,58,4,2,42,15
96801,222336,1122,dighalbank,1102,4,4,800,80
96129,258608,1526,sikandra,505,4,2,505,2
93887,252714,1476,daudnagar,187,4,2,187,0
98032,228457,1202,saraiya,352,4,2,208,10
97894,229411,1212,musahri,203,4,2,201,68
96317,249649,1451,chand,5,2,2,0,0
93993,253954,1483,nabinagar,330,1,2,10,20
93993,254008,1483,nabinagar,120,1,2,10,20
93993,253777,1483,nabinagar,47,1,2,10,20
93993,253898,1483,nabinagar,55,1,2,10,20
93993,253779,1483,nabinagar,118,1,2,20,20
93993,253776,1483,nabinagar,120,1,2,20,20
93993,253775,1483,nabinagar,120,1,2,20,20
93993,253778,1483,nabinagar,105,1,2,10,20
93993,253999,1483,nabinagar,200,1,2,20,20
93993,254014,1483,nabinagar,80,1,2,20,20
93791,222055,1119,palasi,655,4,3,655,0
93975,254519,1486,madanpur,1000,4,2,800,200
100943,219628,1075,bajpatti,2700,4,2,2000,250
99491,223685,1138,amour,230,4,2,80,55
99482,223725,1138,amour,398,2,4,55,0
98170,244958,1392,islampur,1000,3,2,250,10
96793,222355,1122,dighalbank,155,4,2,120,0
94855,246938,1424,koilwar,1600,4,3,1200,600
99787,250833,1458,dinara,167,3,2,101,0
93791,222065,1119,palasi,519,4,2,410,0
100915,218828,1060,sheohar,285,4,2,120,0
96129,258606,1526,sikandra,80,4,2,80,2
98746,216279,1014,ramnagar,150,4,4,150,18
98143,244266,1380,harnaut,0,5,2,0,0
95384,227113,1185,manigachhi,756,4,3,678,13
93863,253491,1481,aurangabad,223,3,4,0,18
93863,253512,1481,aurangabad,223,3,4,165,23
93863,253511,1481,aurangabad,234,3,4,0,22
100225,236237,1284,kalyanpur,455,4,3,440,30
101885,235220,1274,patepur,1300,2,2,0,500
93863,253509,1481,aurangabad,250,3,4,230,45
93863,253516,1481,aurangabad,54,3,4,48,21
93863,253514,1481,aurangabad,339,3,4,240,48
101399,231317,1229,nautan,271,4,2,260,260
98550,217210,1025,chanpatia,1155,4,2,1155,30
96243,260091,1535,ratni_faridpur,312,4,2,280,158
99528,223033,1128,banmankhi,745,4,2,275,300
93924,252964,1478,goh,165,4,2,154,8
98181,244969,1392,islampur,350,4,2,302,10
98165,244913,1392,islampur,1865,4,2,605,105
98165,244910,1392,islampur,195,4,2,195,25
101429,232459,1244,raghunathpur,215,4,2,0,0
96428,225125,1148,azamnagar,388,4,4,288,20
99752,252019,1468,chenari,120,3,2,20,5
98165,244907,1392,islampur,405,4,2,405,75
98165,244908,1392,islampur,455,4,2,455,35
95905,230419,1219,kuchaikote,1000,4,2,95,0
95457,255224,1493,atri,836,4,2,435,45
101359,231980,1238,hussainganj,2670,3,2,1490,948
96790,222341,1122,dighalbank,450,4,2,100,10
96793,222351,1122,dighalbank,907,4,2,0,60
93706,221590,1113,forbesganj,150,4,4,140,120
93706,221592,1113,forbesganj,240,4,4,200,200
93706,221627,1113,forbesganj,60,4,4,35,35
99929,252314,1471,sasaram,1260,4,2,650,35
93706,221628,1113,forbesganj,196,4,4,145,0
99491,223735,1138,amour,0,5,4,0,0
98252,244486,1384,sarmera,315,4,3,310,15
100697,233351,1255,manjhi,0,5,4,0,0
100697,233438,1255,manjhi,0,5,4,0,0
100697,233397,1255,manjhi,0,5,4,0,0
98209,244668,1387,noorsarai,810,4,2,810,0
98143,244269,1380,harnaut,0,5,2,0,0
97319,220718,1097,jhanjharpur,156,3,2,121,130
93649,221875,1116,araria,301,4,3,297,6
96129,258607,1526,sikandra,20,4,2,20,2
97768,229120,1208,katra,412,3,2,0,236
98435,257831,1517,roh,683,4,2,100,20
94035,253325,1480,obra,70,4,3,60,0
97956,227966,1199,sahebganj,742,4,2,200,0
101429,232454,1244,raghunathpur,277,4,2,225,0
97316,220738,1097,jhanjharpur,2,4,4,2,2
97316,220739,1097,jhanjharpur,421,4,2,215,375
97969,228017,1199,sahebganj,30,4,4,20,0
97969,228009,1199,sahebganj,445,4,2,300,20
93935,252920,1478,goh,235,2,2,165,0
99669,223439,1133,krityanand_nagar,1,5,2,0,0
96317,249652,1451,chand,15,4,2,0,15
96928,243593,1368,lakhisarai,255,4,2,188,0
94990,248231,1441,buxar,202,4,2,10,2
98073,244615,1386,bihar,1522,4,2,500,15
97912,229347,1212,musahri,393,3,2,145,10
100915,218826,1060,sheohar,494,4,2,245,0
99672,223519,1134,purnia_east,32,4,2,0,9
96799,222329,1122,dighalbank,4188,4,2,4065,75
98174,244933,1392,islampur,512,4,2,510,0
94376,237525,1307,cheria_bariarpur,2000,4,2,2000,0
98055,245009,1393,ben,554,4,2,554,2
95634,255013,1490,khizirsarai,208,4,4,200,0
95634,254987,1490,khizirsarai,123,3,2,123,0
99550,223080,1128,banmankhi,75,4,2,25,14
97749,229172,1208,katra,96,4,3,0,55
97749,229124,1208,katra,279,4,3,0,150
97749,229123,1208,katra,25,4,3,0,0
97749,229171,1208,katra,380,4,3,0,220
98169,244915,1392,islampur,900,2,2,200,20
93919,253005,1478,goh,120,4,2,100,15
93919,253004,1478,goh,130,4,2,105,15
96610,225709,1156,manihari,655,3,2,650,225
94251,237768,1310,bachhwara,0,5,4,0,0
94251,237772,1310,bachhwara,0,5,4,0,0
98166,244929,1392,islampur,198,4,2,195,10
95457,255223,1493,atri,0,5,4,0,0
98128,245154,1396,giriak,63,4,2,60,6
98128,245155,1396,giriak,105,4,2,103,22
98054,244993,1393,ben,775,4,4,700,100
93757,221900,1117,kursakatta,514,4,2,177,56
94117,242409,1355,bausi,65,3,2,0,60
98170,244950,1392,islampur,100,4,2,100,10
101429,232460,1244,raghunathpur,136,4,2,40,75
93982,254537,1486,madanpur,973,3,2,750,85
97905,229390,1212,musahri,314,4,2,298,0
95718,256341,1503,sherghati,1500,3,4,1500,100
98215,244676,1387,noorsarai,354,4,2,354,5
93758,221947,1117,kursakatta,182,4,2,165,5
94729,239627,1340,sultanganj,944,4,3,500,112
99745,251911,1468,chenari,307,4,2,307,0
98407,258441,1524,rajauli,790,2,2,180,175
96428,225123,1148,azamnagar,608,4,2,0,50
94020,253342,1480,obra,1575,4,2,0,300
101400,231282,1229,nautan,90,4,4,80,5
98268,245091,1395,silao,625,4,2,180,0
99672,223518,1134,purnia_east,257,4,2,195,21
93804,222081,1119,palasi,220,4,3,175,105
97884,229334,1211,dholi_(moraul),800,4,2,700,50
101303,232660,1246,daraundha,620,2,2,42,15
93790,222036,1119,palasi,1400,4,2,1000,0
98076,244597,1386,bihar,400,4,2,150,30
98080,244618,1386,bihar,1317,4,2,1315,0
99587,224243,1141,dagarua,21,3,2,2,9
98546,217026,1022,bhitaha,600,3,2,190,100
97974,228032,1199,sahebganj,160,4,2,25,0
99587,224241,1141,dagarua,105,3,2,36,14
99587,224233,1141,dagarua,291,4,2,144,22
93861,253405,1481,aurangabad,110,4,2,105,5
93861,253396,1481,aurangabad,400,4,2,250,8
96801,222333,1122,dighalbank,402,4,4,100,0
96926,243618,1368,lakhisarai,138,4,2,100,0
96930,243632,1368,lakhisarai,322,4,2,312,0
96930,243631,1368,lakhisarai,412,4,2,350,0
93867,253451,1481,aurangabad,120,4,4,120,10
95480,257324,1510,barachatti,487,4,2,476,4
93749,221946,1117,kursakatta,582,4,2,200,8
100954,219652,1075,bajpatti,10000,3,2,5000,30
96930,243605,1368,lakhisarai,218,4,4,176,0
99784,251026,1458,dinara,95,3,2,91,40
101377,231874,1236,maharajganj,162,3,2,162,20
97686,228855,1206,bochaha,1000,3,2,180,5
101377,231873,1236,maharajganj,115,3,2,115,17
94770,246738,1422,arrah,450,3,2,200,45
93794,222012,1119,palasi,868,4,2,535,0
93985,254430,1486,madanpur,2009,3,2,1000,20
93985,254421,1486,madanpur,433,1,2,200,6
97577,242655,1358,jamalpur,3726,4,2,3272,0
93887,252715,1476,daudnagar,181,4,2,181,0
98435,257804,1517,roh,1126,4,2,700,10
97768,229117,1208,katra,910,3,2,0,385
96428,225124,1148,azamnagar,800,4,2,400,0
97971,228016,1199,sahebganj,505,2,2,23,23
97971,228015,1199,sahebganj,251,3,4,23,2
97971,228020,1199,sahebganj,291,3,4,0,25
98068,244578,1386,bihar,310,3,2,225,0
96930,243608,1368,lakhisarai,0,5,4,0,0
96610,225710,1156,manihari,960,3,2,725,463
99428,217511,1031,raxaul,251,4,2,145,150
98181,244971,1392,islampur,80,4,2,75,25
93924,252970,1478,goh,195,4,2,185,15
99594,224109,1141,dagarua,618,4,2,535,315
93987,254449,1486,madanpur,1329,4,2,125,12
96929,243579,1368,lakhisarai,816,4,2,759,0
98198,244179,1379,nagar_nausa,450,3,2,380,160
98198,244186,1379,nagar_nausa,1750,3,2,450,150
98165,244912,1392,islampur,205,4,2,205,35
97974,228030,1199,sahebganj,133,4,2,97,0
99929,252308,1471,sasaram,20,4,2,0,5
245300,244260,1380,harnaut,60,3,2,10,10
96930,243634,1368,lakhisarai,0,4,2,0,0
96833,222854,1126,kochadhamin,872,4,2,654,25
93652,221835,1116,araria,128,3,2,75,20
95553,256932,1508,fatehpur,5188,2,2,0,80
96943,243736,1370,ramgarh_chowk,402,3,2,287,0
98060,245007,1393,ben,465,4,2,465,438
98060,245006,1393,ben,246,4,2,246,240
93928,252868,1478,goh,410,4,2,395,20
98244,245062,1394,rajgir,11400,3,2,800,300
99475,223757,1138,amour,242,3,2,42,0
96792,222362,1122,dighalbank,242,3,2,200,200
94026,253372,1480,obra,125,3,3,100,20
101397,231296,1229,nautan,675,3,2,500,50
93647,221869,1116,araria,520,4,3,300,120
93982,254516,1486,madanpur,85,3,2,65,15
94834,247271,1428,jagdishpur,2830,4,2,200,500
101379,231826,1236,maharajganj,1205,4,2,200,120
101299,232646,1246,daraundha,200,1,2,0,10
93651,221838,1116,araria,600,4,2,50,300
94030,253375,1480,obra,2614,4,3,2048,260
101382,231885,1236,maharajganj,1917,4,2,50,200
93935,252918,1478,goh,570,3,2,422,0
94893,247735,1434,sahar,8435,3,2,1690,35
96359,249315,1449,mohania,1278,4,2,1210,129
98019,228448,1202,saraiya,150,3,2,25,50
99482,223782,1138,amour,275,3,2,105,125
99482,223814,1138,amour,266,3,2,124,155
93752,221909,1117,kursakatta,791,1,2,200,200
93749,221944,1117,kursakatta,248,4,2,65,4
99475,223762,1138,amour,0,5,4,0,0
98059,245017,1393,ben,1956,4,2,1956,80
99811,251360,1462,karakat,111,4,2,0,8
98546,217023,1022,bhitaha,1600,3,2,62,3
101400,231283,1229,nautan,182,3,4,150,150
95665,255293,1494,manpur,600,4,2,100,5
94892,247782,1434,sahar,222,4,2,150,41
94892,247781,1434,sahar,252,4,2,80,84
93754,221893,1117,kursakatta,1680,4,4,500,500
93932,252923,1478,goh,198,4,2,170,0
98078,244613,1386,bihar,500,4,2,498,125
93638,221845,1116,araria,2910,4,3,2473,400
96928,243595,1368,lakhisarai,592,3,2,592,425
98167,244973,1392,islampur,1410,4,2,1400,50
93974,254465,1486,madanpur,2996,3,2,50,50
96589,224408,1143,korha,457,4,2,407,286
96584,224366,1143,korha,1796,4,3,1408,569
96584,224362,1143,korha,1652,4,3,1125,265
96930,243606,1368,lakhisarai,392,4,4,382,0
97972,227978,1199,sahebganj,120,4,3,60,50
98186,244146,1378,karai_parsurai,1601,3,2,105,33
97319,220731,1097,jhanjharpur,250,3,1,200,21
93751,221920,1117,kursakatta,210,4,2,152,145
96251,260025,1535,ratni_faridpur,101,4,2,85,30
96831,222785,1126,kochadhamin,482,3,2,295,0
99678,223536,1134,purnia_east,728,4,2,665,306
97955,228010,1199,sahebganj,703,1,3,245,132
97955,228005,1199,sahebganj,326,1,3,7,0
97955,228004,1199,sahebganj,262,4,3,5,3
97955,227995,1199,sahebganj,362,1,2,250,13
99672,223522,1134,purnia_east,464,4,2,300,25
98073,244614,1386,bihar,165,4,2,50,0
96584,224365,1143,korha,625,4,3,615,163
93754,221888,1117,kursakatta,325,4,4,202,0
98991,246546,1420,mokameh,2233,3,4,2233,0
93808,222057,1119,palasi,600,3,2,245,40
93754,221887,1117,kursakatta,436,4,4,205,0
93936,252953,1478,goh,248,2,4,55,55
99475,223758,1138,amour,798,3,2,338,0
98181,244972,1392,islampur,300,4,2,275,35
96964,243461,1367,surajgarha,0,5,4,0,0
96934,243638,1368,lakhisarai,12,4,2,12,0
96934,243616,1368,lakhisarai,400,4,2,350,0
98064,244616,1386,bihar,3921,2,2,2392,250
93754,221941,1117,kursakatta,591,3,4,238,268
98546,217016,1022,bhitaha,2,1,2,0,0
97239,220394,1092,bisfi,1680,3,2,200,300
94094,241219,1349,barahat,2474,4,2,1576,0
98174,244949,1392,islampur,1121,4,2,1120,0
93757,221940,1117,kursakatta,470,4,2,118,34
97974,228028,1199,sahebganj,432,4,2,123,0
94479,237896,1311,teghra,19,4,2,15,0
94479,237904,1311,teghra,59,4,4,11,0
93658,221804,1116,araria,565,4,2,215,215
96933,243629,1368,lakhisarai,446,4,2,370,0
93964,254253,1484,kutumba,20,1,2,0,5
98162,244987,1392,islampur,407,4,2,300,50
101335,232180,1241,guthani,25,4,2,0,0
93964,254283,1484,kutumba,300,1,2,100,50
93964,254254,1484,kutumba,95,1,2,50,10
97239,220395,1092,bisfi,548,3,2,150,75
94995,248216,1441,buxar,280,4,2,100,5
94117,242407,1355,bausi,265,4,2,260,50
93747,221929,1117,kursakatta,817,3,2,650,85
99528,223030,1128,banmankhi,900,3,2,425,300
99929,252307,1471,sasaram,110,4,2,0,5
99886,251592,1466,nokha,366,2,4,50,10
96792,222326,1122,dighalbank,70,3,2,55,28
98245,245068,1394,rajgir,120,4,2,110,60
99430,217517,1031,raxaul,1738,4,2,65,15
99430,217516,1031,raxaul,574,4,2,360,5
93791,222052,1119,palasi,610,4,3,410,0
101359,231981,1238,hussainganj,120,3,2,10,120
101494,221000,1102,basantpur,1608,4,2,450,10
101494,220999,1102,basantpur,450,4,2,355,5
101494,220990,1102,basantpur,0,5,4,0,0
96549,224607,1145,kadwa,0,3,2,0,0
96549,224604,1145,kadwa,0,5,4,0,0
101494,220998,1102,basantpur,253,4,2,0,0
99594,224111,1141,dagarua,945,4,2,823,618
101494,220952,1102,basantpur,399,4,2,321,14
97230,220288,1091,benipatti,803,3,2,510,710
101739,234966,1272,goraul,300,4,2,300,0
101379,231838,1236,maharajganj,109,4,2,109,20
93794,222009,1119,palasi,711,4,2,415,0
97905,229403,1212,musahri,325,4,2,325,0
93790,222024,1119,palasi,800,4,2,600,0
98072,244609,1386,bihar,210,3,2,150,10
94963,247065,1426,udwant_nagar,705,4,2,500,500
98065,244630,1386,bihar,499,3,2,359,139
101726,235977,1281,desri,1411,3,2,481,129
97281,219854,1081,harlakhi,1600,3,1,50,400
97281,219855,1081,harlakhi,20,3,1,5,0
94766,246792,1422,arrah,300,4,2,100,50
96589,224412,1143,korha,649,4,2,632,467
94218,240926,1347,rajaun,525,4,2,498,275
101494,220991,1102,basantpur,211,4,2,50,0
94058,253034,1479,rafiganj,510,3,2,380,0
99550,223075,1128,banmankhi,112,4,3,25,74
97967,228062,1199,sahebganj,540,4,2,540,5
98164,244939,1392,islampur,687,3,2,600,100
93758,221935,1117,kursakatta,425,4,2,385,3
93867,253414,1481,aurangabad,100,4,4,95,0
93867,253419,1481,aurangabad,100,4,4,80,0
99942,252264,1470,sheosagar,3036,4,2,3036,500
99942,252275,1470,sheosagar,532,4,2,520,32
99942,252207,1470,sheosagar,285,4,2,285,7
99942,252206,1470,sheosagar,165,3,2,142,7
96815,222950,1127,kishanganj,920,4,3,911,9
96815,222949,1127,kishanganj,405,4,3,304,5
96815,222946,1127,kishanganj,12,4,2,10,5
98375,257504,1512,nawada,120,3,2,120,25
94859,246971,1424,koilwar,38000,4,2,100,200
93749,221945,1117,kursakatta,85,3,2,30,12
99944,252258,1470,sheosagar,130,3,2,10,10
98167,244980,1392,islampur,0,5,4,0,0
93758,221932,1117,kursakatta,342,4,2,301,300
98417,258462,1524,rajauli,110,4,2,80,5
93790,222083,1119,palasi,700,3,2,610,45
94959,247074,1426,udwant_nagar,174,4,2,169,2
97974,228031,1199,sahebganj,95,4,2,95,0
94180,241428,1351,phulidumar,600,4,2,0,0
94180,241418,1351,phulidumar,100,4,2,50,0
94897,247737,1434,sahar,3371,3,2,180,60
97702,228953,1206,bochaha,925,4,2,651,0
93748,221911,1117,kursakatta,451,3,2,300,0
93748,221897,1117,kursakatta,495,3,2,251,0
99527,223078,1128,banmankhi,1701,4,2,52,240
101301,232662,1246,daraundha,2950,4,2,115,0
96934,243639,1368,lakhisarai,300,4,2,250,5
99550,223076,1128,banmankhi,1,2,3,0,0
100042,226308,1172,satar_kataiya,193,4,2,147,9
94181,241317,1351,phulidumar,1942,2,2,850,134
94029,253317,1480,obra,849,4,2,0,2
95537,256200,1502,dumaria,600,4,2,600,20
94099,241168,1349,barahat,547,4,2,421,22
94029,253349,1480,obra,850,4,2,50,2
94029,253354,1480,obra,1220,4,2,20,2
94029,253319,1480,obra,920,4,2,0,5
94029,253320,1480,obra,596,4,2,20,3
94029,253321,1480,obra,2686,4,3,300,2
94029,253350,1480,obra,2340,4,2,350,1
94029,253351,1480,obra,1250,4,2,60,5
97972,228072,1199,sahebganj,1015,3,2,0,500
96934,243641,1368,lakhisarai,10,4,2,10,0
94415,237404,1304,khudabandpur,16,4,2,15,0
95907,230366,1219,kuchaikote,70,4,2,40,5
98175,244898,1392,islampur,651,4,4,620,39
97319,220728,1097,jhanjharpur,400,2,2,300,100
94054,253027,1479,rafiganj,2400,2,2,100,0
96929,243581,1368,lakhisarai,583,4,2,495,5
97974,228033,1199,sahebganj,168,4,2,95,0
97912,229348,1212,musahri,702,3,3,137,10
95300,226761,1181,jale,765,4,2,325,295
96949,243559,1367,surajgarha,480,4,2,450,20
99594,224108,1141,dagarua,208,4,2,182,155
99550,223079,1128,banmankhi,192,4,3,25,112
94995,248223,1441,buxar,146,4,2,55,40
93919,252877,1478,goh,123,4,2,13,0
93678,221709,1114,bhargama,9,3,2,8,0
99944,252279,1470,sheosagar,600,3,2,8,8
98268,245089,1395,silao,520,4,2,420,0
98268,245092,1395,silao,665,4,2,85,0
98187,244136,1378,karai_parsurai,225,3,4,221,49
95190,227274,1188,benipur,421,4,2,200,0
99489,223706,1138,amour,2001,2,2,0,1400
94995,248217,1441,buxar,132,2,2,30,2
101437,232562,1244,raghunathpur,1500,3,4,1500,1200
101427,232530,1244,raghunathpur,70,2,2,50,10
97967,228048,1199,sahebganj,350,4,4,0,0
96817,222832,1126,kochadhamin,800,4,2,305,0
96817,222835,1126,kochadhamin,75,4,2,35,17
96817,222841,1126,kochadhamin,377,4,2,146,72
95712,256324,1503,sherghati,250,4,3,100,20
95712,256318,1503,sherghati,580,4,3,200,4
95712,256325,1503,sherghati,160,4,3,100,2
96928,243598,1368,lakhisarai,496,3,2,142,70
96934,243615,1368,lakhisarai,9,4,2,0,0
93749,221943,1117,kursakatta,580,4,2,175,10
94183,241324,1351,phulidumar,505,4,2,34,12
94183,241328,1351,phulidumar,509,4,2,52,0
244442,929556,1041,motihari,476,4,3,436,0
93926,252907,1478,goh,215,4,2,170,20
93752,221907,1117,kursakatta,65,1,2,0,35
100693,233420,1255,manjhi,893,4,2,200,100
100693,233421,1255,manjhi,2000,3,2,450,102
94995,248219,1441,buxar,2,2,2,1,1
96913,243696,1369,chanan*,0,5,4,0,0
99944,252276,1470,sheosagar,300,3,2,0,3
93639,221867,1116,araria,3880,3,2,0,500
93759,221948,1117,kursakatta,600,2,3,150,150
95397,238943,1185,manigachhi,953,1,3,754,164
98425,257788,1517,roh,424,2,2,175,70
98124,245121,1396,giriak,140,4,2,130,0
97972,227989,1199,sahebganj,55,4,2,0,0
97957,227977,1199,sahebganj,832,4,2,832,0
97210,220271,1091,benipatti,128,4,2,125,0
99944,252252,1470,sheosagar,129,3,2,0,0
98550,217209,1025,chanpatia,332,4,2,332,11
98128,245157,1396,giriak,0,5,4,0,0
98566,217167,1025,chanpatia,1120,5,2,226,15
95541,256240,1502,dumaria,234,5,2,0,0
93661,221844,1116,araria,954,4,4,230,820
98425,257794,1517,roh,1,5,4,0,0
99891,251470,1464,rajpur,199,4,4,100,0
93808,222056,1119,palasi,80,3,2,0,50
97907,229387,1212,musahri,582,2,2,210,0
97967,228047,1199,sahebganj,521,4,2,200,0
99748,251888,1468,chenari,290,4,2,0,31
99748,251886,1468,chenari,25,4,2,0,10
99748,251893,1468,chenari,87,4,2,0,27
99748,251910,1468,chenari,350,4,2,80,35
99748,251889,1468,chenari,346,4,2,110,58
